Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2020-01-02 00:00:00-05:00,296.48010201606326,297.7171976973445,295.55456640859245,297.6988525390625,59151200,0.0,0.0,0.0
2020-01-03 00:00:00-05:00,294.2992783946291,296.57186973652915,294.2442988268179,295.4447326660156,77709700,0.0,0.0,0.0
2020-01-06 00:00:00-05:00,293.68533198915986,296.65436877403187,293.5662002585836,296.5718994140625,55653900,0.0,0.0,0.0
2020-01-07 00:00:00-05:00,296.0036707856056,296.48019761170144,295.2889085116511,295.7379455566406,40496400,0.0,0.0,0.0
2020-01-08 00:00:00-05:00,295.9303693680399,298.5328378108533,295.6829613419756,297.3140869140625,68296000,0.0,0.0,0.0
2020-01-09 00:00:00-05:00,298.88109951100057,299.4034333774434,298.29461349284884,299.3301086425781,48473300,0.0,0.0,0.0
2020-01-10 00:00:00-05:00,299.91655867016334,300.0723247739728,298.0013626882262,298.46868896484375,53029300,0.0,0.0,0.0
2020-01-13 00:00:00-05:00,299.0918377611585,300.5305069215687,298.66114588168574,300.5213623046875,47086800,0.0,0.0,0.0
2020-01-14 00:00:00-05:00,300.08145806566426,301.135270152076,299.5041447755365,300.0631408691406,62832800,0.0,0.0,0.0
2020-01-15 00:00:00-05:00,299.9715301608084,301.50184120269535,299.88906082009487,300.74127197265625,72056600,0.0,0.0,0.0
2020-01-16 00:00:00-05:00,302.1250773288596,303.2430419921875,301.89598643854816,303.2430419921875,54050300,0.0,0.0,0.0
2020-01-17 00:00:00-05:00,303.9578292570083,304.39766590457515,303.1789145733436,304.1869201660156,95846000,0.0,0.0,0.0
2020-01-21 00:00:00-05:00,303.22464675250427,304.39759079860585,303.1513499843944,303.5911865234375,77742400,0.0,0.0,0.0
2020-01-22 00:00:00-05:00,304.452620782391,305.10325904612256,303.472133024947,303.6278991699219,48914900,0.0,0.0,0.0
2020-01-23 00:00:00-05:00,302.9772414486863,304.388448943037,301.85927695982,303.97607421875,51963000,0.0,0.0,0.0
2020-01-24 00:00:00-05:00,304.63589360217117,304.71836296389927,299.98075121763935,301.2728271484375,87578400,0.0,0.0,0.0
2020-01-27 00:00:00-05:00,296.0128810624095,297.92807729720744,295.6738310638596,296.4435729980469,84062500,0.0,0.0,0.0
2020-01-28 00:00:00-05:00,297.8730881255824,300.4297498723814,296.5352053758519,299.550048828125,63834000,0.0,0.0,0.0
2020-01-29 00:00:00-05:00,300.91548221814526,301.14457311721316,299.10107223005605,299.30267333984375,53888900,0.0,0.0,0.0
2020-01-30 00:00:00-05:00,297.231623057657,300.484729951174,296.48022631294674,300.2739562988281,75491800,0.0,0.0,0.0
2020-01-31 00:00:00-05:00,299.65078806641606,299.8065821263625,293.905200454445,294.8215637207031,113845600,0.0,0.0,0.0
2020-02-03 00:00:00-05:00,296.3061289566686,298.88110802964894,296.18699723301154,297.01171875,69083000,0.0,0.0,0.0
2020-02-04 00:00:00-05:00,300.6314137189123,302.4091613445943,300.31068086506696,301.5386047363281,62573200,0.0,0.0,0.0
2020-02-05 00:00:00-05:00,304.48003989789373,305.2314645557024,303.0138809116789,305.02069091796875,65951100,0.0,0.0,0.0
2020-02-06 00:00:00-05:00,305.98293646706554,306.23951712579645,304.9657584507148,306.0470886230469,50359700,0.0,0.0,0.0
2020-02-07 00:00:00-05:00,304.9842177624662,306.0563477870949,303.86625276704166,304.41607666015625,64139400,0.0,0.0,0.0
2020-02-10 00:00:00-05:00,303.52707001498,306.7526592320417,303.4904076474018,306.6885070800781,42070000,0.0,0.0,0.0
2020-02-11 00:00:00-05:00,308.0447532839123,308.8328124597925,306.688525255074,307.22003173828125,54864500,0.0,0.0,0.0
2020-02-12 00:00:00-05:00,308.65866182227705,309.41008649783373,308.292122067066,309.1993408203125,43992700,0.0,0.0,0.0
2020-02-13 00:00:00-05:00,307.76988975994476,309.8408806095833,307.494991844152,308.8695373535156,54501900,0.0,0.0,0.0
2020-02-14 00:00:00-05:00,309.28181898019517,309.48342004608406,308.0813851676903,309.3642883300781,64582200,0.0,0.0,0.0
2020-02-18 00:00:00-05:00,308.365537552397,309.42852273099015,307.17424804086374,308.567138671875,57226200,0.0,0.0,0.0
2020-02-19 00:00:00-05:00,309.53846116882,310.7205500507428,309.25439069655664,310.0424499511719,48814700,0.0,0.0,0.0
2020-02-20 00:00:00-05:00,309.4926143400653,310.3173639016579,305.7721805893819,308.7687072753906,74163400,0.0,0.0,0.0
2020-02-21 00:00:00-05:00,307.4124520475645,307.7240122691576,304.7641482162331,305.5888977050781,113788200,0.0,0.0,0.0
2020-02-24 00:00:00-05:00,296.11364009399773,305.662129694088,294.37252751118245,295.453857421875,161088400,0.0,0.0,0.0
2020-02-25 00:00:00-05:00,296.8466626809567,297.4606102929659,285.62121478802635,286.50091552734375,218913200,0.0,0.0,0.0
2020-02-26 00:00:00-05:00,287.90299027715696,291.50429102673195,284.71406416341443,285.4471435546875,194773800,0.0,0.0,0.0
2020-02-27 00:00:00-05:00,279.91239252884566,285.50221558469656,272.6273193359375,272.6273193359375,284353500,0.0,0.0,0.0
2020-02-28 00:00:00-05:00,264.55416640152885,272.9755496100988,261.65845424597956,271.48187255859375,384975800,0.0,0.0,0.0
2020-03-02 00:00:00-05:00,273.2687603709201,283.30295220755625,269.8323971344277,283.2388000488281,238703600,0.0,0.0,0.0
2020-03-03 00:00:00-05:00,283.61447075418994,287.5914845326907,272.6822621634208,275.1289367675781,300139100,0.0,0.0,0.0
2020-03-04 00:00:00-05:00,280.51717032303884,286.91339716852445,277.9605085084488,286.6934509277344,176613400,0.0,0.0,0.0
2020-03-05 00:00:00-05:00,279.4726150484587,282.67071545556405,274.91828627965884,277.1633605957031,186366800,0.0,0.0,0.0
2020-03-06 00:00:00-05:00,268.6319574415611,273.79108847879223,265.95619165209234,272.58148193359375,228667200,0.0,0.0,0.0
2020-03-09 00:00:00-04:00,252.2749215229016,260.4214084361469,250.57967100907797,251.29443359375,309417300,0.0,0.0,0.0
2020-03-10 00:00:00-04:00,260.83372394140366,264.38919088350326,250.6254209763318,264.2975769042969,276444100,0.0,0.0,0.0
2020-03-11 00:00:00-04:00,257.22326762073214,258.35954950898685,248.2245705699744,251.4134979248047,255316300,0.0,0.0,0.0
2020-03-12 00:00:00-04:00,234.5890394404426,244.35747701671542,226.96488894698197,227.3589324951172,392220700,0.0,0.0,0.0
2020-03-13 00:00:00-04:00,241.08604410630707,248.77434647333422,227.7346366084583,246.7949981689453,329566100,0.0,0.0,0.0
2020-03-16 00:00:00-04:00,221.00856143695935,235.41379802822706,217.50805983351108,219.78981018066406,297240000,0.0,0.0,0.0
2020-03-17 00:00:00-04:00,224.54568810052052,234.74483150463524,217.24228444804106,231.65667724609375,262070500,0.0,0.0,0.0
2020-03-18 00:00:00-04:00,216.49086785316467,227.59718853589922,208.94920047757623,219.92723083496094,327597100,0.0,0.0,0.0
2020-03-19 00:00:00-04:00,219.23994888867023,226.6899879899135,212.79791514547082,220.39456176757812,289322000,0.0,0.0,0.0
2020-03-20 00:00:00-04:00,223.5525010180808,225.34070206512823,210.62032218585884,210.8968505859375,347158800,1.406,0.0,0.0
2020-03-23 00:00:00-04:00,210.33456252313593,211.70796381485764,201.18155909431383,205.50457763671875,326025200,0.0,0.0,0.0
