,Open,High,Low,Close,Volume,RSI_14,MACD,MACD_Signal,MACD_Hist,SMA_20,SMA_50,SMA_200,EMA_20,EMA_50,BB_Upper,BB_Middle,BB_Lower,BB_Width,Momentum_10,Returns_1d,Returns_5d,ATR_14
2,150.41530750587003,152.26257663838246,149.9890168529734,152.1583709716797,22622100,,,,,,,,,,,,,,,,,0.0
3,149.9795640082844,151.5236842826628,149.7332517957889,150.2637481689453,21116200,,,,,,,,,,,,,,,-0.012451650150007265,,0.0
4,148.80487615350108,150.71846465674278,148.26489736372372,150.6521453857422,20813700,,,,,,,,,,,,,,,0.00258476992308343,,0.0
5,150.92688967276914,151.25844269298102,149.03225142604057,149.27854919433594,21634100,,,,,,,,,,,,,,,-0.009117667643492089,,0.0
6,150.55741741152548,152.32891395537885,149.62904874222338,151.65631103515625,27746500,,,,,,,,,,,,,,,0.01592835577283691,,0.0
7,153.31411932222434,153.674105204978,152.5467931657798,153.5509490966797,21385000,,,,,,,,,,,,,,,0.012492972093223642,0.009152162422001675,0.0
8,154.2425275193915,154.62144943814087,152.68891006966302,152.84048461914062,20725900,,,,,,,,,,,,,,,-0.004626897337454694,0.01714809115035676,0.0
9,153.23835440536027,154.70670211208954,152.76469478737948,154.67828369140625,21626500,,,,,,,,,,,,,,,0.01202429498208657,0.02672473263062547,0.0
10,154.7824534261497,154.98139677965818,153.20043240422595,153.58883666992188,23477400,,,,,,,,,,,,,,,-0.007043309477482329,0.028874124908426335,0.0
11,154.0530454248941,155.3035137214435,154.00569102831227,154.5835418701172,21417900,,,,,,,,,,,,,,,0.006476416006282015,0.019301740989086547,0.0
12,155.6919174437164,157.48235016664844,155.38876835912026,157.41603088378906,23865400,,,,,,,,,,,,,,3.455386567649276,0.018323354345521237,0.025171331143487796,0.0
13,158.60017747170502,158.64754632231816,156.71500707487465,158.2970428466797,34371700,,,,,,,,,,,,,,5.346129572584825,0.005596710563367191,0.035701000563666874,0.0
14,157.89913292781256,159.32959395002115,157.66230316439436,157.72862243652344,29517200,,,,,,,,,,,,,,4.697229523457535,-0.0035908466761871427,0.019720536537648936,0.0
15,158.58121907428676,158.66648878308445,156.95182898866327,156.9707794189453,24138800,65.4751507020238,,,,,,,,,,,,,5.1529374221043405,-0.004804727295980249,0.022019456767496504,2.14500590687775
16,157.43496426740944,158.0128294992705,156.5634324259856,157.93704223632812,19680800,68.39142835537416,,,,,,,,,,,,,4.141424223167281,0.006155685924218446,0.021693773642659675,2.095319561621118
17,158.68539908526893,158.70434951248504,155.78660528365145,156.34552001953125,24918100,59.47959240718456,,,,,,,,,,,,,1.8199633016218137,-0.010076940749690677,-0.006800519986735698,2.154064180707723
18,152.6604514156532,154.7729831980211,151.76050125459204,153.73092651367188,32078100,48.336267852146555,,,,,,,,,,,,,0.5825955712912844,-0.016723175090228026,-0.028845240889498913,2.327703793867115
19,155.15193497322656,157.02762291226713,154.47934644660026,156.74343872070312,24899900,58.080947642569114,,,,,,,,,,,,,1.335129263146597,0.01959600631668179,-0.006246068092154888,2.396917551347696
20,158.9980543059086,159.8601182647004,156.96132376629157,159.18751525878906,34754500,64.01174699827865,,,,,,,,,,,,,3.6452379679776605,0.015592847509495966,0.014121964916332663,2.448329122251237
21,164.88094084552733,164.88094084552733,161.79267041808004,163.67784118652344,51597500,71.88264077647119,,,,155.06429901123047,,,156.041915056836,,161.96703684836191,155.06429901123047,148.16156117409903,0.08903065220230366,5.883096742632137,0.028207776975691212,0.03634865430495471,2.6801217268574535
22,163.13781757767464,163.31779605239475,160.6463638869867,161.26211547851562,36142700,63.79859374022034,,,,155.51948623657228,,,156.53907700175785,,162.7867216287919,155.51948623657228,148.25225084435266,0.09345755400921123,2.443261066317889,-0.0147590271871616,0.03144698651019984,2.705218553477402
23,161.45160480639652,165.3072009004418,161.423186386706,165.1935272216797,30107000,69.75912252537714,,,,156.26597518920897,,,157.36331035603612,,164.25199951233134,156.26597518920897,148.2799508660866,0.10221066119419506,4.356672904925751,0.024379016308314627,0.07456275043648031,2.8009233297951726
24,167.80811178619967,171.1237287743186,167.0218351658526,170.63111877441406,36433300,75.7149387293944,,,,157.2649238586426,,,158.6269111577864,,166.99906191730517,157.2649238586426,147.53078579998,0.12379286899871074,8.180187044417462,0.0329164928201906,0.0886013485926962,3.02444320285544
25,174.33514706166798,174.4961895872338,169.01121791022703,170.42271423339844,39186300,75.10442183758457,,,,158.3221321105957,,,159.75032097451134,,168.91230397164594,158.3221321105957,147.73196024954547,0.13378005614088734,8.569706326392597,-0.0012213747557451304,0.07057839276116895,3.2001952367233923
26,171.43633505355797,174.1362002133704,170.57427122162437,173.95620727539062,27751400,78.29941092106661,,,,159.43712692260743,,,161.10326252697604,,171.5687844125412,159.43712692260743,147.30546943267368,0.1521810850972321,10.142753601205424,0.02073369772266953,0.06279631998050483,3.236858861241146
27,173.21733945607366,175.85088594864706,172.86682148638042,174.20254516601562,33529100,78.50650414129383,4.888696410092649,,,160.4697067260742,,,162.3508132545036,,173.87068902409334,160.4697067260742,147.06872442805508,0.1670219578689072,11.421513801133292,0.0014160914087706367,0.08024469757885577,3.2188021184572535
28,173.90884037900125,178.89173359155058,173.59622334452445,178.7591094970703,35844300,81.93977778063467,5.572701721666647,,,161.7656379699707,,,163.91350813474804,,176.86954541634873,161.7656379699707,146.66173052359267,0.18673814335256836,16.280512679517734,0.026156703547082216,0.08211933302438923,3.3671384133550304
29,180.60635337040168,180.6537222092398,173.83302860981544,174.7235107421875,53159900,71.10637140394354,5.723168640924399,,,162.76789932250978,,,164.94303219259942,,178.50464244476333,162.76789932250978,147.03115620025622,0.19336420986883457,11.471020521326304,-0.02257562574705574,0.02398385474565079,3.6138209266456953
30,175.80351802661943,176.05929828587423,172.27002107298435,174.97935485839844,47062900,71.36484838776558,5.796243750571364,,,163.8374252319336,,,165.89887244648503,,179.8387511906487,163.8374252319336,147.83609927321848,0.19533175568479688,9.920275201190739,0.0014642798506290244,0.026737284671804806,3.62635351852028
31,173.4351820239361,176.4192313976913,173.2362386533794,174.03199768066406,35295800,68.90672105863864,5.7118696171641545,,,164.80984802246093,,,166.67345580212114,,180.8073165137743,164.80984802246093,148.81237953114754,0.19413243423576468,6.325936619814818,-0.005414108301525222,0.00043568669644233893,3.594684891791111
32,173.59622590515036,175.64243864012167,173.0278286604553,175.58560180664062,23149500,70.68972080918795,5.704606227909778,,,165.71832656860352,,,167.5222316120754,,181.99430065935422,165.71832656860352,149.4423524778528,0.19642938023529746,8.882114863508203,0.008927117694915498,0.007939359550154457,3.524679540925058
33,175.83189435263932,177.81178775317247,175.72768867603537,177.36654663085938,27792200,72.62745715697096,5.77597545332722,,,166.6718017578125,,,168.45978542338815,,183.3268907267892,166.6718017578125,150.01671278883578,0.19985490998864816,7.368944542750899,0.010142886466169232,-0.007790164485204976,3.4319299984683993
34,178.6394704558321,178.75345463359423,177.12912212277422,177.89854431152344,29997500,73.19748264358097,5.808506992458518,,,167.6802978515625,,,169.3587148413058,,184.4890928553398,167.6802978515625,150.8715028477852,0.20048622550345352,4.259144281130458,0.0029994251496099356,0.01817175923176606,3.3028158922078
35,177.5850405545757,177.87001544081576,172.02809549780588,175.18177795410156,36862400,65.67585080072104,5.551078751100874,5.564814465819636,-0.013735714718762004,168.59084777832032,,,169.9132922806197,,184.9473409396486,168.59084777832032,152.23435461699205,0.19403773546278602,2.79250553079765,-0.015271436694076934,0.0011568398790071655,3.4862182437442115
36,173.99438799966083,174.30785891305882,168.3709427375459,169.64381408691406,48572600,53.58761629052876,4.844354905918522,5.420722553839414,-0.5763676479208923,169.17618637084962,,,169.88762769074296,,184.78661290471,169.17618637084962,153.56575983698923,0.18454638171877114,-2.4790108131350546,-0.031612670746146154,-0.025214809070927213,3.723690884659315
37,159.36585498840046,165.80622141128146,155.0532703487702,162.32955932617188,68311100,42.4693426902158,3.651974249651829,5.066972893001897,-1.414998643350068,169.47538833618165,,,169.1678116560219,,184.300279225454,169.47538833618165,154.6504974469093,0.17495036931102706,-6.815621338097416,-0.043115363799795636,-0.07549618160073657,4.49989465990821
38,165.47368834247865,166.08162784533368,159.25179866040887,159.65077209472656,68073300,39.256856571207976,2.4624625118956374,4.546070816780645,-2.083608304885008,169.77138061523436,,,168.26142693589856,,183.52470550066022,169.77138061523436,156.0180557298085,0.1620217122059701,-10.689434209033648,-0.016502153043259193,-0.09988227697189944,4.666318554552254
39,161.20863524213226,164.5807916536019,159.78377552086138,161.6455841064453,56206100,42.73089451819784,1.6615769232847981,3.969172038081476,-2.307595114796678,170.0164878845215,,,167.63134666642682,,182.9846756873426,170.0164878845215,157.0483000817004,0.1525521196700562,-7.484926659377435,0.012494847256580455,-0.0913608386621595,4.685154340575331
40,155.13875963759634,158.66290516046735,150.06624715653416,150.2562255859375,93174900,31.613711529563247,0.10661429326958682,3.1966604891190986,-3.090046195849512,169.5699234008789,,,165.97657323018976,,184.47014081986407,169.5699234008789,154.66970598189374,0.17574127675648799,-14.129169291124693,-0.07045882869901232,-0.14228393306234555,5.17759595552789
