Date,Open,High,Low,Close,Volume,RSI_14,MACD,MACD_Signal,MACD_Hist,SMA_20,SMA_50,SMA_200,EMA_20,EMA_50,BB_Upper,BB_Middle,BB_Lower,BB_Width,Momentum_10,Returns_1d,Returns_5d,ATR_14
2020-01-02 05:00:00+00:00,93.75,94.90049743652344,93.2074966430664,94.90049743652344,80580000,,,,,,,,,,,,,,,,,0.0
2020-01-03 05:00:00+00:00,93.2249984741211,94.30999755859376,93.2249984741211,93.74849700927734,75288000,,,,,,,,,,,,,,,-0.012139034655920922,,0.0
2020-01-06 05:00:00+00:00,93.0,95.18450164794922,93.0,95.1439971923828,81236000,,,,,,,,,,,,,,,0.01488557393050649,,0.0
2020-01-07 05:00:00+00:00,95.2249984741211,95.69450378417967,94.60199737548828,95.34300231933594,80898000,,,,,,,,,,,,,,,0.0020916204156395946,,0.0
2020-01-08 05:00:00+00:00,94.9020004272461,95.5500030517578,94.3219985961914,94.59850311279295,70160000,,,,,,,,,,,,,,,-0.007808640261289468,,0.0
2020-01-09 05:00:00+00:00,95.49449920654295,95.89099884033205,94.79000091552734,95.05249786376952,63346000,,,,,,,,,,,,,,,0.0047991747864684076,0.0016016820917903463,0.0
2020-01-10 05:00:00+00:00,95.26850128173828,95.34700012207033,94.0,94.15799713134766,57074000,,,,,,,,,,,,,,,-0.009410596802031157,0.004368071330570711,0.0
2020-01-13 05:00:00+00:00,94.56549835205078,94.9000015258789,94.04000091552734,94.56500244140624,55616000,,,,,,,,,,,,,,,0.00432257824569926,-0.006085457496659785,0.0
2020-01-14 05:00:00+00:00,94.29399871826172,94.35549926757812,92.92749786376952,93.47200012207033,68818000,,,,,,,,,,,,,,,-0.01155821171805238,-0.019623906859981055,0.0
2020-01-15 05:00:00+00:00,93.6125030517578,93.94300079345705,92.75450134277344,93.10099792480467,57932000,,,,,,,,,,,,,,,-0.003969126548925228,-0.015830115051638338,0.0
2020-01-16 05:00:00+00:00,94.14949798583984,94.27950286865234,93.3010025024414,93.89700317382812,53190000,,,,,,,,,,,,,,-1.057417284210259,0.00854991102959346,-0.012156384270905374,0.0
2020-01-17 05:00:00+00:00,94.29450225830078,94.33200073242188,92.8625030517578,93.23600006103516,79946000,,,,,,,,,,,,,,-0.5466721756525557,-0.00703966144232826,-0.0097920208415897,0.0
2020-01-21 05:00:00+00:00,93.25,94.7135009765625,93.0,94.5999984741211,74156000,,,,,,,,,,,,,,-0.5717635734409284,0.014629525206926841,0.0003700738308185514,0.0
2020-01-22 05:00:00+00:00,94.80449676513672,95.125,94.16699981689452,94.3730010986328,64326000,49.3130907071637,,,,,,,,,,,,,-1.0173806122176405,-0.0023995494624705627,0.009639260691820084,1.3941797528948154
2020-01-23 05:00:00+00:00,94.25550079345705,94.4990005493164,93.63800048828124,94.22899627685548,49692000,48.136285732104874,,,,,,,,,,,,,-0.390605373001406,-0.0015259112256779117,0.012115856727570984,1.356095489190555
2020-01-24 05:00:00+00:00,94.56849670410156,94.74949645996094,92.37200164794922,93.08200073242188,75324000,39.95716967022824,,,,,,,,,,,,,-2.0730619138192288,-0.012172426638861866,-0.008679749234354883,1.429052583677781
2020-01-27 05:00:00+00:00,91.0,92.0500030517578,90.76699829101562,91.41699981689452,70570000,31.571062294965444,,,,,,,,,,,,,-2.9110616176653883,-0.01788746376771222,-0.019509634078573312,1.4923347163726715
2020-01-28 05:00:00+00:00,92.0250015258789,92.90550231933594,91.5009994506836,92.6624984741211,56160000,41.4674483453267,,,,,,,,,,,,,-2.011847848747172,0.01362436592451366,-0.0204809728462102,1.4920609868061536
2020-01-29 05:00:00+00:00,93.1999969482422,93.7375030517578,92.7509994506836,92.9000015258789,41760000,43.155689366251345,,,,,,,,,,,,,-0.6119464603778837,0.0025630978623367717,-0.01560827308240842,1.46227124329405
2020-01-30 05:00:00+00:00,92.9000015258789,93.64350128173828,92.53050231933594,93.53399658203124,126548000,47.50810723591951,,,,93.90067443847656,,,93.72585945184302,,95.82748062134581,93.90067443847656,91.9738682556073,0.04103924054627945,0.4650848722118796,0.006824489189870775,-0.0073756457384122065,1.4373232232303566
2020-01-31 05:00:00+00:00,102.57350158691406,102.78600311279295,100.1135025024414,100.43599700927734,311346000,72.33878659338085,,,,94.17744941711426,,,94.36492017159867,,97.60503216980493,94.17744941711426,90.74986666442359,0.0727898827990089,6.964006959139916,0.07379135586484753,0.07900556733836894,1.9955148880540252
2020-02-03 05:00:00+00:00,100.52999877929688,102.4250030517578,100.0124969482422,100.20999908447266,117834000,71.15193279602781,,,,94.50052452087402,,,94.92159435377714,,98.8100888260047,94.50052452087402,90.19096021574335,0.09120720391723852,7.479942317208059,-0.0022501685803328897,0.09618560317216995,2.0252999748727087
2020-02-04 05:00:00+00:00,101.49400329589844,102.98999786376952,100.76850128173828,102.4834976196289,105786000,75.50570633169231,,,,94.86749954223633,,,95.6417756171916,,100.40793475241017,94.86749954223633,89.32706433206249,0.11680365218664082,8.333508744891189,0.022687342140775613,0.10598677250485133,2.0792070323315768
2020-02-05 05:00:00+00:00,103.5510025024414,103.5510025024414,101.5999984741211,101.99349975585938,87524000,72.95029760627904,,,,95.2000244140625,,,96.24670172563614,,101.55336104824987,95.2000244140625,88.84668777987513,0.13347342447212412,8.074871593054569,-0.004781236737139594,0.09788480172895708,2.070049674902201
2020-02-06 05:00:00+00:00,102.0510025024414,102.81500244140624,101.23999786376952,102.5114974975586,63660000,73.95385544689442,,,,95.59567413330078,,,96.84334894200971,,102.69200372971436,95.59567413330078,88.4993445368872,0.14846549617963464,8.789758511666815,0.0050787328892443195,0.09598115384339323,2.0346893108118094
2020-02-07 05:00:00+00:00,102.09950256347656,104.92649841308594,101.90499877929688,103.96399688720705,101906000,76.57793976677297,2.0925543676700613,,,96.04124908447265,,,97.52150588917137,,104.01059677692784,96.04124908447265,88.07190139201747,0.16595676895967446,11.690763057475628,0.014169136390608683,0.03512684677789202,2.1051757624530416
2020-02-10 05:00:00+00:00,104.25050354003906,106.77999877929688,104.2480010986328,106.69550323486328,101124000,80.54703169490524,2.5501325759104674,,,96.66812438964844,,,98.3952199220944,,105.82956045430103,96.66812438964844,87.50668832499585,0.18954409475712616,16.712978383201314,0.026273579599096264,0.06471913191939693,2.155949057427098
2020-02-11 05:00:00+00:00,107.54499816894533,109.29750061035156,106.8000030517578,107.54000091552734,114920000,81.58598377323452,2.9469400175659217,,,97.31687431335449,,,99.26615144527848,,107.5639870952867,97.31687431335449,87.06976153142227,0.21059272308597024,16.055580937698608,0.007915025985726132,0.049339683103574616,2.1878096515743253
2020-02-12 05:00:00+00:00,108.16000366210938,109.0124969482422,107.7645034790039,108.0,66686000,82.14535989936694,3.2609407604440577,,,98.04327430725098,,,100.09794654572815,,109.12307195608372,98.04327430725098,86.96347665841824,0.2260185153366162,16.25403468902498,0.004277469597884664,0.05889101029495314,2.136715821655792
2020-02-13 05:00:00+00:00,107.24949645996094,108.51399993896484,107.0999984741211,107.49349975585938,60636000,79.2892361878317,3.429386442534579,,,98.76289939880371,,,100.80228494669304,,110.32432698744164,98.76289939880371,87.20147181016578,0.2341249124725062,14.924523364705546,-0.00468981707537619,0.048599448646425625,2.0850933675977887
2020-02-14 05:00:00+00:00,107.78399658203124,107.9520034790039,106.29450225830078,106.74349975585938,52124000,75.1240060257543,3.462449168474052,,,99.40522422790528,,,101.3681149285184,,111.23818202975507,99.40522422790528,87.57226642605549,0.2380751694643431,6.280121604208701,-0.006977166077050345,0.026735244429548777,2.054551071391027
2020-02-18 05:00:00+00:00,106.2509994506836,108.30349731445312,106.20549774169922,107.78350067138672,58912000,76.93352500650501,3.531857939397753,,,100.13259925842286,,,101.9791040468868,,112.14633433410752,100.13259925842286,88.11886418273819,0.2399565209463811,7.557630631779501,0.009742990607446878,0.01019721922233674,2.05765453577409
2020-02-19 05:00:00+00:00,108.38999938964844,109.25499725341795,108.05599975585938,108.51100158691406,51224000,78.1318621185945,3.6040231983185436,,,100.8281494140625,,,102.6011895268894,,113.0883395113088,100.8281494140625,88.56795931681619,0.24318982681906448,5.881438580147263,0.006749650094826309,0.00902920460405654,2.015786110506743
2020-02-20 05:00:00+00:00,108.65350341796876,108.8395004272461,106.37249755859376,107.65499877929688,62626000,73.30611759966979,3.5512063173973445,3.2006991449651028,0.3505071724322417,101.4922492980957,,,103.08250469378535,,113.72072152863235,101.4922492980957,89.26377706755905,0.24097351896537572,5.550842982140394,-0.007888626914309249,-0.0031944557472511903,2.0480158789457135
2020-02-21 05:00:00+00:00,107.10749816894533,107.22750091552734,104.4000015258789,104.79850006103516,92926000,59.99047877316928,3.241487138952209,3.2088567437625244,0.03263039518968469,102.02072448730469,,,103.24593282399962,,113.85515218457608,102.02072448730469,90.1862967900333,0.23200046376349842,2.230971763465878,-0.026533823330561868,-0.025071280597851353,2.1342288342651603
2020-02-24 05:00:00+00:00,100.15899658203124,101.96499633789062,99.39849853515624,100.4645004272461,130940000,46.26045698601248,2.6161574740681033,3.09031688982364,-0.4741594157555369,102.3898494720459,,,102.98103450049929,,113.52595633648929,102.3898494720459,91.2537426076025,0.21752364949972372,-3.366065719614105,-0.04135555023463999,-0.058823247719762106,2.3674983122375717
2020-02-25 05:00:00+00:00,101.3209991455078,101.7300033569336,97.9209976196289,98.63700103759766,124382000,41.905235575752535,1.9506296374596843,2.8623794393508493,-0.911749801891165,102.75084953308105,,,102.567317027842,,112.86162004197455,102.75084953308105,92.64007902418756,0.19680169175902126,-7.552803963562421,-0.018190498951138112,-0.08485992361368144,2.4704631283137943
2020-02-26 05:00:00+00:00,98.51399993896484,100.7334976196289,98.02249908447266,98.97949981689452,104492000,42.9885361733101,1.434297136613992,2.576762978803478,-1.1424658421894858,103.06669960021972,,,102.2256201506089,,112.24919847266489,103.06669960021972,93.88420072777456,0.178185561545343,-7.960294797986006,0.003472315416060745,-0.08783903595604636,2.4876442288025413
2020-02-27 05:00:00+00:00,96.71900177001952,98.75,94.13800048828124,94.21499633789062,162880000,33.601745558324524,0.6333435078643248,2.1880790846156475,-1.5547355767513227,103.13244934082032,,,101.46270359701668,,112.03745768505026,103.13244934082032,94.22744099659037,0.17269071763828062,-12.763892279730904,-0.048136265467272565,-0.12484327336215528,2.65577673593188
2020-02-28 05:00:00+00:00,90.73149871826172,94.48799896240234,90.55650329589844,94.1875,189620000,33.55620700504605,-0.003595293840959357,1.7497442089243262,-1.7533395027652856,103.16512451171874,,,100.76982706396748,,111.93275062219239,103.16512451171874,94.3974984012451,0.16997267539725033,-12.378422682376268,-0.0002918467224900523,-0.10125144973310929,2.7468995166870243
2020-03-02 05:00:00+00:00,95.32450103759766,97.72550201416016,93.5,97.69750213623048,135234000,43.9911737636187,-0.222580278111991,1.355279311517063,-1.577859589629054,103.0281997680664,,,100.4772246898973,,112.04405389147777,103.0281997680664,94.01234564465503,0.17501721167034964,-8.474518486201628,0.03726611425327664,-0.02754204997037135,2.852513980792248
2020-03-03 05:00:00+00:00,98.76850128173828,99.81649780273438,94.40450286865234,95.44950103759766,150690000,39.6917458030786,-0.5709409058151493,0.9700352680506206,-1.54097617386577,102.79017486572266,,,99.99839386586876,,112.32735925258082,102.79017486572266,93.2529904788645,0.18556606989562605,-11.443309557548421,-0.023009811402324165,-0.03231545937599034,3.0353340488843754
2020-03-04 05:00:00+00:00,97.32849884033205,98.9000015258789,96.0999984741211,98.79149627685548,95458000,47.8515627483659,-0.5707686616438963,0.6618744821117173,-1.2326431437556136,102.60557479858399,,,99.88345123834368,,112.3009681992944,102.60557479858399,92.91018139787357,0.18898375492252917,-8.957161179895245,0.035013229015638414,-0.0018994189745030754,3.064988794555581
2020-03-05 05:00:00+00:00,96.6500015258789,98.03600311279295,95.5,96.20149993896484,94964000,42.99629986910153,-0.7707386208098939,0.3753518615273951,-1.1460904823372888,102.31597480773925,,,99.5327892098314,,112.40521107049403,102.31597480773925,92.22673854498447,0.19721722403003727,-10.639077581351152,-0.026216794314283698,0.02108479200009583,3.0811679004341452
2020-03-06 05:00:00+00:00,93.75,95.5435028076172,93.4749984741211,95.05449676513672,105472000,41.01169307050942,-1.0101257238144399,0.09825634445902809,-1.108382068273468,101.94312477111816,,,99.10628516747953,,112.51548432869309,101.94312477111816,91.37076521354324,0.2074168234750877,-9.297846143049265,-0.011922924014239333,0.009205008787118496,3.0558345836062597
2020-03-09 04:00:00+00:00,88.69300079345703,93.13849639892578,88.06449890136719,90.03050231933594,156264000,33.678885096027514,-1.5869428033398378,-0.23878348510074512,-1.3481593182390927,101.2464500427246,,,98.24192489622776,,112.96816893628886,101.2464500427246,89.52473114916035,0.2315482446765858,-10.38575622586826,-0.05285383245165354,-0.07847692775403403,3.336846246475065
2020-03-10 04:00:00+00:00,93.54399871826172,94.7135009765625,90.90850067138672,94.59100341796876,142666000,43.54629482590381,-1.6569795409307346,-0.5224226962667431,-1.1345568446639915,100.64122505187989,,,97.89421808877452,,112.42486041955878,100.64122505187989,88.85758968420099,0.23417114331834715,-4.101906563528499,0.05065506668458708,-0.008994259899700596,3.4329999901001718
2020-03-11 04:00:00+00:00,92.89250183105467,93.56600189208984,90.0749969482422,91.04299926757812,112496000,38.719712626501476,-1.9760003411720817,-0.8131382252478109,-1.1628621159242707,99.81637496948242,,,97.2417210581844,,111.85959371708503,99.81637496948242,87.77315622187982,0.24130747587827484,-8.01832759712707,-0.037508896429749194,-0.07843283380952948,3.510357595787771
2020-03-12 04:00:00+00:00,86.0989990234375,88.25,83.75,83.83049774169922,226924000,31.159059396309274,-2.7787831372583867,-1.2062672076499261,-1.5725159296084605,98.60789985656739,,,95.96446169470961,,111.90875621353914,98.60789985656739,85.30704349959564,0.26977263234119875,-11.022129172460682,-0.07922082514747941,-0.12859469140413016,3.780546286629939
2020-03-13 04:00:00+00:00,87.75,89.31549835205078,84.03099822998047,89.25,176194000,40.55239284738408,-2.943752006609614,-1.5537641674418639,-1.3899878391677503,97.69572486877442,97.46510955810547,,95.32498915235632,96.90990528082318,110.93611035509713,97.69572486877442,84.45533938245171,0.27105352878249866,-5.242203052422031,0.06464833687376514,-0.06106493603851937,3.9022930240386264
2020-03-16 04:00:00+00:00,82.07550048828125,87.97250366210938,81.30149841308594,84.4574966430664,178346000,35.88880987333975,-3.4217620494565892,-1.927363743844809,-1.4943983056117802,96.58142471313477,97.25624954223633,,94.28998986575728,96.42157553032293,110.32983697450898,96.58142471313477,82.83301245176055,0.2847009619543223,-13.552040946453333,-0.053697516604298,-0.06190130603184041,4.191307921386872
2020-03-17 04:00:00+00:00,88.77349853515625,92.88899993896484,84.46199798583984,90.39199829101562,218342000,44.413507885551965,-3.283869364107616,-2.198664867897371,-1.0852044962102454,95.71184959411622,97.18911956787109,,93.91875257292475,96.18512152093832,108.69486522571417,95.71184959411622,82.72883396251827,0.2712937987648306,-5.298616222823287,0.07026613247879654,-0.04439116803105492,4.494179019566269
2020-03-18 04:00:00+00:00,87.5,92.08300018310548,87.25,91.5,192904000,45.86093522738454,-3.0500231710051793,-2.3689365285189328,-0.6810866424862465,94.86129951477051,97.11623962402344,,93.68839518502715,96.00139126521526,106.54244801113678,94.86129951477051,83.18015101840423,0.24627848355687867,-7.3806922170928875,0.012257741060410998,0.005019614205357348,4.518380531247642
2020-03-19 04:00:00+00:00,93.0,97.25,91.63249969482422,94.04650115966795,207998000,49.13887945272531,-2.6289125491878025,-2.420931732652707,-0.2079808165350956,94.18087463378906,97.09030960083008,,93.72250051594531,95.92472890813498,104.28009981284082,94.18087463378906,84.0816494547373,0.21446445933574884,-2.2400885440082856,0.02783061376686291,0.12186499774159243,4.606353350444239
2020-03-20 04:00:00+00:00,96.31549835205078,97.8499984741211,91.0364990234375,92.30449676513672,196358000,47.04064446371822,-2.407986770983655,-2.4183427403188964,0.010355969335241522,93.55617446899414,97.04442947387696,,93.58745253967783,95.78275902017427,102.42131478780169,93.55617446899414,84.6910341501866,0.18951481009402715,-2.8930772278925176,-0.018522798541688812,0.03422405339088752,4.76400664331848
