Price,Open,High,Low,Close,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2020-01-02,71.40977771923563,72.46077614730521,71.15667416341765,72.4005126953125,135480400
2020-01-03,71.62915285765841,72.45596582996416,71.47246932030643,71.69664764404297,146322800
2020-01-06,70.81922311511464,72.3065214697964,70.56852501428666,72.26795196533203,118387200
2020-01-07,72.27759377705218,72.53311029879856,71.708710156977,71.92807006835938,108872000
2020-01-08,71.63155170295238,73.38642316119072,71.63155170295238,73.0851058959961,132079200
2020-01-09,74.06137477592067,74.83033706552648,73.81068409472688,74.63749694824219,170108400
2020-01-10,74.87132551313572,75.370308736383,74.30484750773756,74.80623626708984,140644800
2020-01-13,75.12201817653433,76.4309386915993,75.00389679896787,76.4044189453125,121532000
2020-01-14,76.34175230410106,76.5514679630278,75.24977872842311,75.37271118164062,161954400
2020-01-15,75.17262239843001,76.05246721987251,74.61819429330173,75.0496826171875,121923600
2020-01-16,75.5920773695483,76.1007048279931,75.23049658770428,75.98981475830078,108829200
2020-01-17,76.23809509330889,76.83349837052724,75.93195936574989,76.83109283447266,137816400
2020-01-21,76.45986173724447,76.90098699093934,76.1730071029982,76.31040954589844,110843200
2020-01-22,76.79493065234263,77.13481745633268,76.48879491769239,76.58280944824219,101832400
2020-01-23,76.63584965719392,77.03117417903718,76.0886526637108,76.95162963867188,104472000
2020-01-24,77.19748815287878,77.93993070377184,76.53940855639385,76.72984313964844,146537600
2020-01-27,74.74115326828117,75.15335327614349,73.49249613883003,74.47358703613281,161940000
2020-01-28,75.3534428471521,76.75155238054386,75.25460987556971,76.58040618896484,162234000
2020-01-29,78.20993039532226,79.02951207503841,77.46989325521864,78.18341064453125,216229200
2020-01-30,77.26740800153176,78.12314628033491,76.83591952309017,78.07011413574219,126743200
2020-01-31,77.36142037786921,77.78326467024122,74.31450314285442,74.60858917236328,199588400
2020-02-03,73.35268032975995,75.56796570063159,72.85129158100523,74.40367889404297,173788400
2020-02-04,76.00669078804627,77.05045810466474,75.60172207527795,76.86002349853516,136616400
2020-02-05,77.98573887898152,78.28465065522497,76.88412837567931,77.48676300048828,118826800
2020-02-06,77.7567339114429,78.39552507490272,77.1999001655233,78.39311218261719,105425600
2020-02-07,77.89294895065062,78.141823360646,76.83704482888538,77.32754516601562,117684000
2020-02-10,75.91400480691036,77.69478607177734,75.8342715240242,77.69478607177734,109348800
2020-02-11,78.19015142253798,78.26263625107545,77.0085971005104,77.22605895996094,94323200
2020-02-12,77.675463503179,79.06481216229898,77.675463503179,79.05998229980469,113730400
2020-02-13,78.3327054260137,78.82320573508036,78.12974054369347,78.49700927734375,94747600
2020-02-14,78.46558778851511,78.76520890109116,78.00891869878639,78.5163345336914,80113600
2020-02-18,76.19915990390432,77.25990141746018,76.01794043224491,77.07868194580078,152531200
2020-02-19,77.32030726926044,78.42453967717096,77.32030726926044,78.19499206542969,93984000
2020-02-20,77.9557766771897,78.4438584118609,76.88778679879077,77.39278411865234,100566000
2020-02-21,76.98684158821678,77.42902110600791,75.02484049800245,75.64098358154297,129554000
2020-02-24,71.82571246698684,73.49775945094957,69.88545691802558,72.04800415039062,222195200
2020-02-25,72.71732141374063,73.09908711151304,69.13642361597664,69.60758972167969,230673600
2020-02-26,69.23308056046676,71.97553646481957,69.22583207719232,70.71183013916016,198054800
2020-02-27,67.92104419759342,69.10500967174747,65.95420576749399,66.08951568603516,320605600
2020-02-28,62.1606861550344,67.27107285671417,61.94563554811998,66.05085754394531,426510000
2020-03-02,68.20616489725688,72.83571844288954,67.10435128397388,72.20024108886719,341397200
2020-03-03,73.37454464911569,73.45427795635602,69.05668336601278,69.90721130371094,319475600
2020-03-04,71.62758575768213,73.30930003617219,70.82780458094045,73.14982604980469,219178400
2020-03-05,71.40531368814655,72.37906618441247,70.41223435614768,70.77709197998047,187572800
2020-03-06,68.13850549074616,70.26964775134793,67.95245619771107,69.8371353149414,226176800
2020-03-09,63.72883020122201,67.19374467213605,63.54761077884886,64.31356811523438,286744800
2020-03-10,66.96420578722295,69.21132371848606,65.0867678159455,68.9455337524414,285290000
2020-03-11,67.02460213571918,67.95002595285474,65.6884040253017,66.55101013183594,255598800
2020-03-12,61.84174314573799,65.23900324323806,59.92323260860385,59.97880554199219,418474000
2020-03-13,64.00430755021486,67.63594563074507,61.11928915474014,67.1647720336914,370732000
2020-03-16,58.4613905994218,62.60044010140755,57.99022079286357,58.52421569824219,322423600
2020-03-17,59.80481901443847,62.245238140623194,57.60360714495798,61.09751892089844,324056000
2020-03-18,57.93464652653443,60.406478598445545,57.29433564123959,59.601863861083984,300233600
2020-03-19,59.775834978401704,61.09269547807698,58.62086339938416,59.14519119262695,271857200
2020-03-20,59.72509749228031,60.84866031438535,55.09071377836536,55.39033126831055,401693200
2020-03-23,55.110045472758834,55.21152792629808,51.37209184292637,54.2136116027832,336752800
2020-03-24,57.11069765855371,59.8483195377774,56.612948896316425,59.65260314941406,287531200
2020-03-25,60.58768835145107,62.39988241978959,59.02920219006361,59.3239860534668,303602000
2020-03-26,59.56561309847068,62.50378100355287,59.52695207272685,62.44579315185547,252087200
2020-03-27,61.07095724785997,61.824829012114336,59.69369010665709,59.86041259765625,204216800
2020-03-30,60.585279571290975,61.740251079824446,60.26149806281595,61.568695068359375,167976400
2020-03-31,61.75958725464871,63.424386025978244,60.88973245903772,61.44305419921875,197002000
2020-04-01,59.56078230159109,60.09719207609643,57.78000065964953,58.2100944519043,176218400
2020-04-02,58.07237254686632,59.23459262853542,57.241178794751,59.181434631347656,165934000
2020-04-03,58.66677342106095,59.3674871060243,57.741345715951596,58.33091354370117,129880000
2020-04-06,60.62394564001491,63.57419624282321,60.256676873255664,63.419559478759766,201820400
2020-04-07,65.43230242458398,65.64977167238716,62.581119246295906,62.68501663208008,202887200
2020-04-08,63.4848025037082,64.60353188066507,63.119952317554805,64.28942108154297,168895200
2020-04-09,64.9248861243381,65.25591244712727,63.95838246710248,64.75332641601562,161834800
2020-04-13,64.83062922254491,66.1329960532875,64.23139447845989,66.02426147460938,131022800
2020-04-14,67.65525160710325,69.64866527052683,67.1840781553046,69.35871124267578,194994800
2020-04-15,68.23517703316564,69.18476538928039,67.80750169214234,68.72567749023438,131154400
2020-04-16,69.43846626880793,69.63660131632508,68.22308804264783,69.27174377441406,157125200
2020-04-17,68.78846350317025,69.33454028123167,66.89652897721241,68.331787109375,215250000
2020-04-20,67.15993823398618,68.06119834153615,66.89414820439593,66.9134750366211,130015200
2020-04-21,66.75642377646463,66.99080126610937,64.13478048479037,64.84516143798828,180991600
2020-04-22,66.11125243793057,67.14782951135057,65.77056644151477,66.71290588378906,116862400
2020-04-23,66.65731814975389,68.07807924422973,66.41569231392698,66.45435333251953,124814400
2020-04-24,66.9787077583751,68.3825537591584,66.93037962499518,68.37288665771484,126161200
2020-04-27,68.09017755648323,68.75223755503086,67.64317552817161,68.42121124267578,117087600
2020-04-28,68.88272541689459,69.06394488685403,67.2203450064915,67.3121566772461,112004800
2020-04-29,68.79814778505363,69.99178036647727,68.59518290617446,69.52302551269531,137280800
2020-04-30,70.06186509494019,71.16609756172141,69.67285081769471,70.98970794677734,183064000
2020-05-01,69.1654300495363,72.24616099497416,69.06878114170213,69.84681701660156,240616800
2020-05-04,69.87097499683554,70.9631215704607,69.18233960605242,70.8350601196289,133568000
2020-05-05,71.29414381435919,72.7294023781066,71.14916678667844,71.89820861816406,147751200
2020-05-06,72.59891211487862,73.27063178737225,72.21472783850132,72.6399917602539,142333600
2020-05-07,73.26580616038919,73.73697961793019,72.96377378346223,73.39144897460938,115215200
2020-05-08,74.05046319414457,75.19159993074032,73.72338371341871,75.13829803466797,133838400
2020-05-11,74.64644722875487,76.81484814613628,74.4380826460871,76.32060241699219,145946400
2020-05-12,77.00385116379037,77.45449582037008,75.32727766040104,75.44841766357422,162301200
2020-05-13,75.62770513487014,76.54837362731435,73.46172121123148,74.53744506835938,200622400
2020-05-14,73.77667808210235,75.0559160635201,73.05468108965971,74.99534606933594,158929200
2020-05-15,72.76880920502032,74.59802049199271,72.73488645146278,74.55198669433594,166348400
2020-05-18,75.8748339325949,76.68162311206635,75.18433442581173,76.30850982666016,135178400
2020-05-19,76.32546668705436,77.17102150533867,75.83606375790906,75.86756134033203,101729600
2020-05-20,76.72522965116472,77.41330397310716,76.68646396339064,77.34304809570312,111504800
2020-05-21,77.20493698671349,77.7452239875939,76.5289737926269,76.76641082763672,102688800
2020-05-22,76.5047612593345,77.3430554740474,76.40300778879455,77.26068115234375,81803200
2020-05-26,78.37759126728832,78.55687612704607,76.68163102348302,76.73735809326172,125522000
2020-05-27,76.59440129810365,77.21705526702166,75.85544287582236,77.07168579101562,112945200
2020-05-28,76.74703662948228,78.36304756047794,76.47084126097369,77.1056137084961,133560800
2020-05-29,77.34788852176631,77.80821903420895,76.67435043039059,77.03050231933594,153532400
2020-06-01,76.9844793797038,78.09896899425175,76.85364609349955,77.97782897949219,80791200
2020-06-02,77.71129433668344,78.36302799682535,77.27034305104888,78.33879852294922,87642800
2020-06-03,78.65862620653965,79.03173947926652,78.08684155798949,78.77007293701172,104491200
2020-06-04,78.59320375117642,78.89120338502829,77.71856920653472,78.09168243408203,87560400
2020-06-05,78.3412531788607,80.37640405600247,78.3121807567844,80.31583404541016,137250400
2020-06-08,80.01298593519961,80.82462557560363,79.30310716833353,80.79070281982422,95654400
2020-06-09,80.4708986631774,83.73440381053058,80.43940107394053,83.34191131591797,147712400
2020-06-10,84.28921253488384,85.95367499163955,83.8506863159115,85.48607635498047,166651600
